tconst	ordering	nconst	category	job	characters
tt0001173	1	nm0697512	actress	\N	\N
tt0001173	2	nm0698157	actress	\N	\N
tt0001173	3	nm0786313	actor	\N	\N
tt0001173	4	nm0890993	actress	\N	\N
tt0001173	5	nm0674600	director	co-director	\N
tt0001173	6	nm0745721	director	co-director	\N
tt0001173	7	nm0304098	writer	\N	\N
tt0001174	1	nm0285643	actor	\N	\N
tt0001174	2	nm0026474	actor	\N	\N
tt0001174	3	nm0352726	director	\N	\N
tt0001174	4	nm0577734	producer	producer	\N
tt0001174	5	nm0657635	cinematographer	\N	\N
tt0001175	10	nm0620586	producer	producer	\N
tt0001175	1	nm0076800	actress	\N	["Marguerite Gauthier"]
tt0001175	2	nm0854414	actor	\N	["Armand Duval"]
tt0001175	3	nm0135053	actor	\N	["Sadoul"]
tt0001175	4	nm0363465	actor	\N	\N
tt0001175	5	nm0130633	director	\N	\N
tt0001175	6	nm0580197	director	\N	\N
tt0001175	7	nm0693516	director	\N	\N
tt0001175	8	nm0241414	writer	novel and play "La dame aux camélias"	\N
tt0001175	9	nm0216066	producer	producer	\N
tt0001176	10	nm0334918	actor	\N	["In Music Hall"]
tt0001176	1	nm0054884	actress	\N	["Bella"]
tt0001176	2	nm0601698	actor	\N	["Howard Raymond"]
tt0001176	3	nm0038106	actress	\N	\N
tt0001176	4	nm0185803	actor	\N	["In Music Hall"]
tt0001176	5	nm0000428	director	\N	\N
tt0001176	6	nm0692105	producer	producer	\N
tt0001176	7	nm0005658	cinematographer	\N	\N
tt0001176	8	nm0173994	actor	\N	\N
tt0001176	9	nm0262757	actor	\N	["In Music Hall"]
tt0001177	1	nm0098376	actor	\N	\N
tt0001177	2	nm0366609	actress	\N	\N
tt0001177	3	nm0764346	actor	\N	\N
tt0001177	4	nm0091767	director	\N	\N
tt0001177	5	nm0783152	producer	producer	\N
tt0001178	1	nm0001908	actor	\N	["Bill Simpson"]
tt0001178	2	nm0078338	actress	\N	["Olive"]
tt0001178	3	nm0789632	actor	\N	["Pedro"]
tt0001179	1	nm0023107	director	\N	\N
tt0001180	1	nm0001908	actor	\N	["The New Sheriff"]
tt0001180	2	nm0161366	actor	\N	["Black Bart"]
tt0001180	3	nm0930290	actress	\N	\N
tt0001180	4	nm0355582	actor	\N	\N
tt0001181	1	nm0143096	actor	\N	\N
tt0001181	2	nm0520644	actor	\N	\N
tt0001181	3	nm0889904	actor	\N	\N
tt0001181	4	nm0655877	director	\N	\N
tt0001182	1	nm0561126	actress	\N	["The Dixie Mother"]
tt0001182	2	nm0448682	actor	\N	["The Husband"]
tt0001182	3	nm0085877	actor	\N	["The Son"]
tt0001182	4	nm0877550	actress	\N	\N
tt0001182	5	nm0111753	director	\N	\N
tt0001182	6	nm0848232	actress	\N	\N
tt0001183	1	nm5114190	actress	\N	["Heléne Murani - Actress"]
tt0001183	2	nm0690702	actress	\N	["Renée"]
tt0001183	3	nm0693685	actor	\N	["Claude Bernard - Painter"]
tt0001183	4	nm0693698	actor	\N	["Josef Cziky - Violin Virtuoso"]
tt0001183	5	nm1364406	writer	\N	\N
tt0001184	1	nm0699807	actress	\N	\N
tt0001184	2	nm0735618	actor	\N	\N
tt0001184	3	nm0063413	director	\N	\N
tt0001184	4	nm0550220	director	\N	\N
tt0001184	5	nm0049370	writer	play	\N
tt0001184	6	nm0063412	cinematographer	\N	\N
tt0001185	1	nm0699637	actor	\N	["Dorian Gray"]
tt0001185	2	nm0690702	actress	\N	\N
tt0001185	3	nm0693685	actor	\N	\N
tt0001185	4	nm0539047	actor	\N	\N
tt0001185	5	nm0835591	director	\N	\N
tt0001185	6	nm0928492	writer	novel "The Picture of Dorian Gray"	\N
tt0001185	7	nm0535230	cinematographer	\N	\N
tt0001186	1	nm0601556	actress	\N	["Dorothy"]
tt0001186	2	nm0877783	director	\N	\N
tt0001186	3	nm0000875	writer	novels "The Wonderful Wizard of Oz", "The Marvelous Land of Oz" and "Dorothy and the Wizard in Oz"	\N
tt0001186	4	nm0783152	producer	producer	\N
tt0001187	10	nm0192062	actress	\N	\N
tt0001187	1	nm0334918	actor	\N	["The Duke"]
tt0001187	2	nm0502701	actress	\N	["Flametta, the Duke's Daughter"]
tt0001187	3	nm0601698	actor	\N	["Raoul"]
tt0001187	4	nm0038106	actress	\N	\N
tt0001187	5	nm0000428	director	\N	\N
tt0001187	6	nm0005658	cinematographer	\N	\N
tt0001187	7	nm0185803	actor	\N	\N
tt0001187	8	nm0115524	actress	\N	["One of Fiametta's Attendants"]
tt0001187	9	nm0178270	actress	\N	\N
tt0001188	1	nm0001908	actor	\N	["The Half-Breed"]
tt0001188	2	nm0355582	actor	\N	\N
tt0001188	3	nm0639631	actor	\N	\N
tt0001189	1	nm5164103	actress	\N	["Lea Petrovitsch"]
tt0001189	2	nm0835591	actor	\N	["General"]
tt0001190	1	nm0762935	actress	\N	\N
tt0001190	2	nm0773171	actor	\N	\N
tt0001190	3	nm0391508	director	\N	\N
tt0001191	10	nm0337033	actor	\N	["On Street"]
tt0001191	1	nm0784407	actor	\N	["Mr. Wilkens"]
tt0001191	2	nm0519310	actress	\N	["Mrs. Wilkens"]
tt0001191	3	nm0115524	actress	\N	["Mrs. Wilkens' Mother"]
tt0001191	4	nm0054884	actress	\N	["Violet, the Other Woman"]
tt0001191	5	nm0288616	director	\N	\N
tt0001191	6	nm0000428	producer	producer	\N
tt0001191	7	nm0555522	cinematographer	\N	\N
tt0001191	8	nm0125164	actor	\N	["At Club"]
tt0001191	9	nm0226992	actor	\N	["At Club"]
tt0001192	1	nm0095816	director	\N	\N
tt0001192	2	nm0294276	director	\N	\N
tt0001193	1	nm0007221	actor	\N	\N
tt0001193	2	nm0298301	actress	\N	["Elektra"]
tt0001193	3	nm0085865	director	\N	\N
tt0001194	1	nm0690702	actress	\N	["Hustruen"]
tt0001194	2	nm0693685	actor	\N	["Laegen"]
tt0001194	3	nm0693698	actor	\N	["Gilbert"]
tt0001194	4	nm0486197	writer	\N	\N
tt0001195	10	nm0834325	actor	\N	["Bjørn Olufsen"]
tt0001195	1	nm0143865	actress	\N	["Agnete"]
tt0001195	2	nm1069712	actress	\N	["Elisabeth Munk"]
tt0001195	3	nm0526190	actor	\N	["King Christian IV"]
tt0001195	4	nm5222796	actor	\N	["Poul Flemming"]
tt0001195	5	nm5600414	actor	\N	["Henrik Rud"]
tt0001195	6	nm5600665	actor	\N	["Mogens"]
tt0001195	7	nm0676780	actor	\N	["Erik Walkendorff"]
tt0001195	8	nm1071728	actress	\N	["Karen"]
tt0001195	9	nm0804632	actor	\N	["Albert Ebbesen"]
tt0001196	10	nm0630641	actress	\N	["Elisabeth Munk"]
tt0001196	1	nm0064953	actor	\N	["Christian IV"]
tt0001196	2	nm0085066	actor	\N	["Elverkongen"]
tt0001196	3	nm0169878	actor	\N	["Bjørn"]
tt0001196	4	nm0299757	actor	\N	["Poul Fleming"]
tt0001196	5	nm0375839	director	\N	\N
tt0001196	6	nm0373851	writer	play	\N
tt0001196	7	nm0332028	actress	\N	\N
tt0001196	8	nm0375840	actress	\N	["Karen"]
tt0001196	9	nm0539049	actor	\N	["Albert Ebbesen"]
tt0001197	10	nm1334821	actress	\N	["Rachel, la sorcière"]
tt0001197	1	nm0018885	actor	\N	\N
tt0001197	2	nm0105331	actor	\N	["Sir Tyrrel"]
tt0001197	3	nm0217963	actress	\N	["La reine Elisabeth"]
tt0001197	4	nm1333904	actress	\N	["Le prince de Galles"]
tt0001197	5	nm0029253	director	\N	\N
tt0001197	6	nm0216582	writer	play	\N
tt0001197	7	nm0000636	writer	play	\N
tt0001197	8	nm0195766	writer	screenplay	\N
tt0001197	9	nm0415241	actor	\N	["Le roi Edouard IV"]
tt0001198	1	nm0531584	actor	\N	\N
tt0001198	2	nm0298301	actress	\N	\N
tt0001198	3	nm0692105	director	\N	\N
tt0001198	4	nm0581683	writer	\N	\N
tt0001199	1	nm0085877	actor	\N	["Jack Sinclair"]
tt0001199	2	nm0431484	actress	\N	["Lillian - the Engineer's Daughter"]
tt0001199	3	nm3550424	actor	\N	\N
tt0001199	4	nm0577654	director	\N	\N
tt0001200	10	nm0334918	actor	\N	["In Store","Member of Dramatic Club"]
tt0001200	1	nm0629589	actor	\N	["Mr. Thayer"]
tt0001200	2	nm0115524	actress	\N	["Mrs. Thayer"]
tt0001200	3	nm0185803	actor	\N	["Albert Wilberforce"]
tt0001200	4	nm0681933	actress	\N	["The Girl"]
tt0001200	5	nm0000428	director	\N	\N
tt0001200	6	nm0005658	cinematographer	\N	\N
tt0001200	7	nm0038106	actress	\N	["Member of Dramatic Club"]
tt0001200	8	nm0054884	actress	\N	\N
tt0001200	9	nm0250676	actress	\N	["The Child"]
tt0001201	1	nm0127674	actor	\N	\N
tt0001201	2	nm0194088	director	\N	\N
tt0001202	10	nm0214651	actress	\N	\N
tt0001202	1	nm1013170	actor	\N	["The Old Teacher"]
tt0001202	2	nm0115524	actress	\N	["The Old Teacher's Wife"]
tt0001202	3	nm0125164	actor	\N	["New Teacher","School Board Member"]
tt0001202	4	nm0163559	actor	\N	["School Board Member"]
tt0001202	5	nm0000428	director	\N	\N
tt0001202	6	nm0853193	writer	\N	\N
tt0001202	7	nm0005658	cinematographer	\N	\N
tt0001202	8	nm0185803	actor	\N	["School Board Member"]
tt0001202	9	nm0202590	actress	\N	["Student"]
tt0001203	1	nm0005717	director	\N	\N
tt0001204	1	nm0159015	director	\N	\N
tt0001205	1	nm0005717	director	\N	\N
tt0001206	10	nm0629589	actor	\N	["Bartender"]
tt0001206	1	nm0163559	actor	\N	["Mr. Bradford"]
tt0001206	2	nm0910400	actor	\N	["Ralph Bradford"]
tt0001206	3	nm0337033	actor	\N	["Ralph Bradford's Son"]
tt0001206	4	nm0696138	actress	\N	["Mira"]
tt0001206	5	nm0000428	director	\N	\N
tt0001206	6	nm0853193	writer	\N	\N
tt0001206	7	nm0005658	cinematographer	\N	\N
tt0001206	8	nm0334918	actor	\N	["Artist"]
tt0001206	9	nm0376396	actor	\N	["Butler","At First Club"]
tt0001207	10	nm0376396	actor	\N	["Bystander"]
tt0001207	1	nm0424530	actor	\N	["John Dobbs [Adonese]"]
tt0001207	2	nm0784407	actor	\N	["Zeke [Faithful]"]
tt0001207	3	nm0054884	actress	\N	["John's Sweetheart"]
tt0001207	4	nm0115524	actress	\N	["John's Sweetheart's Mother"]
tt0001207	5	nm0000428	director	\N	\N
tt0001207	6	nm0940488	writer	\N	\N
tt0001207	7	nm0005658	cinematographer	\N	\N
tt0001207	8	nm0555522	cinematographer	\N	\N
tt0001207	9	nm0334918	actor	\N	["Neighbor"]
tt0001208	1	nm0298301	actress	\N	\N
tt0001208	2	nm0644728	actor	\N	\N
tt0001208	3	nm0692105	director	\N	\N
tt0001208	4	nm0581683	writer	\N	\N
tt0001209	1	nm0159015	director	\N	\N
tt0001211	1	nm0063379	actor	\N	\N
tt0001211	2	nm0624446	actress	\N	\N
tt0001211	3	nm1014493	actor	\N	\N
tt0001211	4	nm1029576	actor	\N	\N
tt0001211	5	nm0029253	director	\N	\N
tt0001211	6	nm1108042	director	\N	\N
tt0001211	7	nm1305944	composer	\N	\N
tt0001212	1	nm0159015	director	\N	\N
tt0001213	1	nm0001908	actor	\N	["Robert Graham"]
tt0001214	1	nm0137288	actress	\N	\N
tt0001214	2	nm0264710	actress	\N	\N
tt0001214	3	nm0547329	actress	\N	\N
tt0001214	4	nm0674600	actor	\N	\N
tt0001214	5	nm0275421	writer	\N	\N
tt0001214	6	nm0304098	writer	\N	\N
tt0001214	7	nm0677609	actress	\N	\N
tt0001215	1	nm0137288	actress	\N	\N
tt0001215	2	nm0845396	actor	\N	\N
tt0001215	3	nm0906197	actor	\N	\N
tt0001215	4	nm0036048	director	\N	\N
tt0001215	5	nm0275421	director	\N	\N
tt0001215	6	nm0304098	writer	\N	\N
tt0001216	10	nm0813603	actor	\N	\N
tt0001216	1	nm0456804	actor	\N	["Jim"]
tt0001216	2	nm0076202	actress	\N	["Ruth"]
tt0001216	3	nm0424530	actor	\N	["John"]
tt0001216	4	nm0354803	actress	\N	["The Child"]
tt0001216	5	nm0000428	director	\N	\N
tt0001216	6	nm0853193	writer	\N	\N
tt0001216	7	nm0005658	cinematographer	\N	\N
tt0001216	8	nm0555522	cinematographer	\N	\N
tt0001216	9	nm0642722	actor	\N	["The Woodsman"]
tt0001217	10	nm0125164	actor	\N	["A Doctor"]
tt0001217	1	nm0921980	actor	\N	["John Rogers"]
tt0001217	2	nm0696138	actress	\N	["Belle"]
tt0001217	3	nm0519310	actress	\N	["The Older Sister"]
tt0001217	4	nm0163559	actor	\N	["The Father"]
tt0001217	5	nm0000428	director	\N	\N
tt0001217	6	nm0853193	writer	\N	\N
tt0001217	7	nm0005658	cinematographer	\N	\N
tt0001217	8	nm0337033	actor	\N	["Horace Dooley"]
tt0001217	9	nm0076202	actress	\N	\N
tt0001218	1	nm0159015	director	\N	\N
tt0001219	1	nm0159015	director	\N	\N
tt0001220	1	nm0001908	actor	\N	["Frank Wendell"]
tt0001220	2	nm1397726	actress	\N	\N
tt0001220	3	nm0161366	actor	\N	\N
tt0001221	1	nm0298301	actress	\N	\N
tt0001221	2	nm0644728	actor	\N	\N
tt0001221	3	nm0877550	actress	\N	\N
tt0001221	4	nm0692105	director	\N	\N
tt0001222	1	nm0001908	actor	\N	["Deputy Marshal Charles Wentworth"]
tt0001222	2	nm0161366	actor	\N	\N
tt0001222	3	nm0639631	actor	\N	\N
tt0001223	1	nm0298301	actress	\N	["Elizabeth"]
tt0001223	2	nm0644728	actor	\N	["The Monster"]
tt0001223	3	nm0680232	actor	\N	["Frankenstein"]
tt0001223	4	nm0205986	director	\N	\N
tt0001223	5	nm0791217	writer	novel "Frankenstein"	\N
tt0001223	6	nm0249379	producer	producer	\N
tt0001223	7	nm1529472	composer	\N	\N
tt0001224	1	nm0095816	director	\N	\N
tt0001224	2	nm0294276	director	\N	\N
tt0001225	1	nm0294276	director	\N	\N
tt0001225	2	nm0378408	producer	producer	\N
tt0001226	1	nm1263982	actress	\N	["The Editor's Wife"]
tt0001226	2	nm0531584	actor	\N	\N
tt0001226	3	nm0298301	actress	\N	\N
tt0001226	4	nm0504353	actor	\N	\N
tt0001226	5	nm0205986	director	\N	\N
tt0001227	10	nm0128633	actress	\N	["Woman in Farewell Crowd"]
tt0001227	1	nm0115524	actress	\N	["Confederate Mother"]
tt0001227	2	nm0226992	actor	\N	["John, Confederate Son"]
tt0001227	3	nm0102858	actress	\N	["Union Mother"]
tt0001227	4	nm0041858	actor	\N	["John, Union Son"]
tt0001227	5	nm0000428	director	\N	\N
tt0001227	6	nm0567615	writer	\N	\N
tt0001227	7	nm0005658	cinematographer	\N	\N
tt0001227	8	nm0922044	actress	\N	["Confederate Son's Fiancée"]
tt0001227	9	nm0183115	actress	\N	["Union Son's Fiancée"]
tt0001228	1	nm0001908	actor	\N	["Halsted"]
tt0001228	2	nm0930290	actress	\N	["Alice Thomas"]
tt0001228	3	nm0355582	actor	\N	["Albert Thomas - Alice's Father"]
tt0001228	4	nm0533615	actor	\N	\N
tt0001228	5	nm0789632	actor	\N	\N
tt0001229	1	nm0693698	actor	\N	\N
tt0001229	2	nm1358884	actress	\N	\N
tt0001229	3	nm0653174	actor	\N	\N
tt0001229	4	nm0030805	actress	\N	["Professor's Wife"]
tt0001229	5	nm0535230	cinematographer	\N	\N
tt0001229	6	nm0693685	actor	\N	["Willer"]
tt0001230	1	nm0002503	actor	\N	\N
tt0001231	10	nm1396754	actor	\N	\N
tt0001231	1	nm0001908	actor	\N	["Ross White"]
tt0001231	2	nm0930290	actress	\N	["Minnie Harding"]
tt0001231	3	nm0161366	actor	\N	["A Cowboy"]
tt0001231	4	nm0639631	actor	\N	\N
tt0001231	5	nm1400009	actor	\N	\N
tt0001231	6	nm0355582	actor	\N	\N
tt0001231	7	nm0808828	actor	\N	\N
tt0001231	8	nm1399399	actor	\N	\N
tt0001231	9	nm1398184	actor	\N	\N
tt0001232	1	nm0359688	actress	\N	["The Girl from Arizona"]
tt0001232	2	nm1838546	actor	\N	\N
tt0001232	3	nm0717281	actor	\N	\N
tt0001232	4	nm0928108	actor	\N	\N
tt0001232	5	nm0309163	director	\N	\N
tt0001232	6	nm0325448	director	\N	\N
tt0001232	7	nm0923603	director	\N	\N
tt0001232	8	nm0934969	actress	\N	\N
tt0001233	1	nm0001908	actor	\N	["Jack Hartley"]
tt0001233	2	nm0930290	actress	\N	["Nellie Monroe"]
tt0001234	10	nm0931031	actress	\N	["Tomm's Mistress"]
tt0001234	1	nm0502701	actress	\N	["Mabel - the Heiress"]
tt0001234	2	nm0376396	actor	\N	["Tomm Darrell - Mabel's Husband"]
tt0001234	3	nm0250676	actress	\N	["The Darrell Child"]
tt0001234	4	nm0038106	actress	\N	["Ruth"]
tt0001234	5	nm0000428	director	\N	\N
tt0001234	6	nm0853193	writer	\N	\N
tt0001234	7	nm0005658	cinematographer	\N	\N
tt0001234	8	nm0115524	actress	\N	["Ruth's Mother"]
tt0001234	9	nm0784407	actor	\N	["Steve"]
tt0001235	10	nm0202590	actress	\N	["A Friend"]
tt0001235	1	nm0681933	actress	\N	["Mazie"]
tt0001235	2	nm0115524	actress	\N	["The Governess"]
tt0001235	3	nm0681931	actress	\N	["Nellie"]
tt0001235	4	nm0784407	actor	\N	["Sam"]
tt0001235	5	nm0288616	director	\N	\N
tt0001235	6	nm0940488	writer	\N	\N
tt0001235	7	nm0000428	producer	producer	\N
tt0001235	8	nm0555522	cinematographer	\N	\N
tt0001235	9	nm0185803	actor	\N	["The Sheriff"]
tt0001236	10	nm0334918	actor	\N	["Another Prospector"]
tt0001236	1	nm0910400	actor	\N	["The Prospector"]
tt0001236	2	nm0054884	actress	\N	["The Prospector's Wife"]
tt0001236	3	nm0038106	actress	\N	\N
tt0001236	4	nm0115524	actress	\N	["Old Woman"]
tt0001236	5	nm0000428	director	\N	\N
tt0001236	6	nm0853193	writer	\N	\N
tt0001236	7	nm0005658	cinematographer	\N	\N
tt0001236	8	nm0555522	cinematographer	\N	\N
tt0001236	9	nm0185803	actor	\N	["Farmer"]
tt0001237	10	nm0187981	actor	\N	["Courtier","Monk"]
tt0001237	1	nm0922044	actress	\N	["Camilla"]
tt0001237	2	nm0041858	actor	\N	["Prince Julian"]
tt0001237	3	nm0921980	actor	\N	["Lionel - Julian's Rival"]
tt0001237	4	nm0568282	actress	\N	["Lady-in-Waiting"]
tt0001237	5	nm0000428	director	\N	\N
tt0001237	6	nm0855139	writer	poem	\N
tt0001237	7	nm0005658	cinematographer	\N	\N
tt0001237	8	nm0376442	actress	\N	["The Queen"]
tt0001237	9	nm0163559	actor	\N	["Priest"]
tt0001238	1	nm0095816	director	\N	\N
tt0001238	2	nm0294276	director	\N	\N
tt0001239	1	nm0159015	director	\N	\N
tt0001239	2	nm0036298	writer	\N	\N
tt0001239	3	nm0413240	writer	\N	\N
tt0001240	10	nm1266474	actor	\N	\N
tt0001240	1	nm0627274	actor	\N	["Hamlet"]
tt0001240	2	nm0381005	actor	\N	["Claudius"]
tt0001240	3	nm0478475	actress	\N	["Gertrude"]
tt0001240	4	nm0762935	actress	\N	["Ophelia"]
tt0001240	5	nm0088881	director	\N	\N
tt0001240	6	nm0000636	writer	play	\N
tt0001240	7	nm1267460	actor	\N	["Laertes"]
tt0001240	8	nm1266292	actor	\N	["Horatio"]
tt0001240	9	nm0742120	actor	\N	\N
tt0001241	1	nm0713223	actor	\N	["Hamlet"]
tt0001241	2	nm0266714	actress	\N	["Ophelia"]
tt0001241	3	nm0045714	actress	\N	["Gertrude"]
tt0001241	4	nm0055011	director	\N	\N
tt0001241	5	nm0000636	writer	play	\N
tt0001242	1	nm0344930	actor	\N	["Hamlet"]
tt0001242	2	nm0738864	actress	\N	["Gertrude"]
tt0001242	3	nm0070762	actor	\N	\N
tt0001242	4	nm0221142	actor	\N	\N
tt0001242	5	nm0000636	writer	play	\N
tt0001243	10	nm0054884	actress	\N	["The Maid (unconfirmed)"]
tt0001243	1	nm0519310	actress	\N	["Ann Southcomb"]
tt0001243	2	nm1013170	actor	\N	["Ann's Father"]
tt0001243	3	nm0115524	actress	\N	["Ann's Mother"]
tt0001243	4	nm0921980	actor	\N	["Allen Edwards"]
tt0001243	5	nm0000428	director	\N	\N
tt0001243	6	nm0853193	writer	\N	\N
tt0001243	7	nm0005658	cinematographer	\N	\N
tt0001243	8	nm0376442	actress	\N	["Allen's Mother"]
tt0001243	9	nm0334918	actor	\N	["Father's Choice"]
tt0001244	1	nm0923603	director	\N	\N
tt0001245	10	nm0642722	actor	\N	["Peddlar"]
tt0001245	1	nm0629589	actor	\N	["Mr. Curtis"]
tt0001245	2	nm0601698	actor	\N	["Jack"]
tt0001245	3	nm0054884	actress	\N	["Alice"]
tt0001245	4	nm0185803	actor	\N	["Jack's Rival"]
tt0001245	5	nm0000428	director	\N	\N
tt0001245	6	nm0005658	cinematographer	\N	\N
tt0001245	7	nm0366008	actor	\N	["At Station"]
tt0001245	8	nm0581499	actress	\N	\N
tt0001245	9	nm1013170	actor	\N	["Extra"]
tt0001246	1	nm0159015	director	\N	\N
tt0001247	1	nm0294276	director	\N	\N
tt0001248	10	nm0519310	actress	\N	["The Minister's Housekeeper"]
tt0001248	1	nm0910400	actor	\N	["William Standish"]
tt0001248	2	nm0076202	actress	\N	["Mrs. William Standish"]
tt0001248	3	nm0922044	actress	\N	["The Maid"]
tt0001248	4	nm0456804	actor	\N	["The Burglar"]
tt0001248	5	nm0000428	director	\N	\N
tt0001248	6	nm0853193	writer	\N	\N
tt0001248	7	nm0005658	cinematographer	\N	\N
tt0001248	8	nm0115524	actress	\N	["The Burglar's Wife"]
tt0001248	9	nm0629589	actor	\N	["The Minister"]
tt0001249	10	nm0910400	actor	\N	\N
tt0001249	1	nm0185803	actor	\N	["The Man"]
tt0001249	2	nm0502701	actress	\N	["The Woman"]
tt0001249	3	nm0642722	actor	\N	["The Waiter"]
tt0001249	4	nm0334918	actor	\N	["A Friend"]
tt0001249	5	nm0000428	director	\N	\N
tt0001249	6	nm0940488	writer	\N	\N
tt0001249	7	nm0424530	actor	\N	\N
tt0001249	8	nm0681933	actress	\N	\N
tt0001249	9	nm0704334	actor	\N	["The Boyfriend"]
tt0001250	1	nm0095816	director	\N	\N
tt0001250	2	nm0294276	director	\N	\N
tt0001251	1	nm0408436	actor	\N	["George"]
tt0001251	2	nm0568282	actress	\N	["Mourner"]
tt0001251	3	nm0733176	actor	\N	["Man Who Finds Hat"]
tt0001251	4	nm0829615	actress	\N	["Mourner"]
tt0001251	5	nm0288616	director	\N	\N
tt0001251	6	nm0120581	writer	story	\N
tt0001251	7	nm0000428	producer	producer	\N
tt0001251	8	nm0555522	cinematographer	\N	\N
tt0001252	1	nm0132692	actress	\N	["The Daughter"]
tt0001252	2	nm0294276	director	\N	\N
tt0001252	3	nm0378408	producer	producer	\N
tt0001253	10	nm0115524	actress	\N	\N
tt0001253	1	nm0681931	actress	\N	["Eva"]
tt0001253	2	nm0250676	actress	\N	["Blanche"]
tt0001253	3	nm0226992	actor	\N	["John, Eva's Sweetheart"]
tt0001253	4	nm0568282	actress	\N	["Maiden Aunt"]
tt0001253	5	nm0000428	director	\N	\N
tt0001253	6	nm0369839	writer	\N	\N
tt0001253	7	nm0005658	cinematographer	\N	\N
tt0001253	8	nm0054884	actress	\N	\N
tt0001253	9	nm0102858	actress	\N	["Nurse"]
tt0001254	10	nm0185803	actor	\N	["Man at farewell"]
tt0001254	1	nm0910400	actor	\N	["George Pickett Jr."]
tt0001254	2	nm0163559	actor	\N	["Col. Pickett"]
tt0001254	3	nm0038106	actress	\N	["Woman at farewell"]
tt0001254	4	nm0115524	actress	\N	["Woman at farewell"]
tt0001254	5	nm0000428	director	\N	\N
tt0001254	6	nm0940488	writer	\N	\N
tt0001254	7	nm0005658	cinematographer	\N	\N
tt0001254	8	nm0555522	cinematographer	\N	\N
tt0001254	9	nm0125164	actor	\N	\N
tt0001255	1	nm0704334	actor	\N	["Augustus Slip"]
tt0001255	2	nm0923603	director	\N	\N
tt0001256	10	nm0041858	actor	\N	\N
tt0001256	1	nm0910400	actor	\N	["The Confederate soldier"]
tt0001256	2	nm0376442	actress	\N	["His mother"]
tt0001256	3	nm0922044	actress	\N	["His sister"]
tt0001256	4	nm0337033	actor	\N	["Her suitor"]
tt0001256	5	nm0000428	director	\N	\N
tt0001256	6	nm0355555	writer	writer	\N
tt0001256	7	nm0005658	cinematographer	\N	\N
tt0001256	8	nm0921980	actor	\N	["Her suitor"]
tt0001256	9	nm0125164	actor	\N	["The colored servant"]
tt0001257	1	nm0298301	actress	\N	["Hepzibah Pyncheon"]
tt0001257	2	nm0205986	director	\N	\N
tt0001257	3	nm0370426	writer	story	\N
tt0001258	10	nm2528881	actor	\N	\N
tt0001258	1	nm1993094	actress	\N	["Anna"]
tt0001258	2	nm1458507	actor	\N	\N
tt0001258	3	nm2112876	actress	\N	["Annas Mom"]
tt0001258	4	nm0421945	actress	\N	\N
tt0001258	5	nm0088881	director	\N	\N
tt0001258	6	nm0333175	cinematographer	\N	\N
tt0001258	7	nm0478475	actress	\N	["Bordelvaertinde"]
tt0001258	8	nm1459190	actor	\N	["Annas Dad"]
tt0001258	9	nm1833881	actress	\N	\N
tt0001259	10	nm0185803	actor	\N	["Employer's Friend"]
tt0001259	1	nm0910400	actor	\N	["The Worker"]
tt0001259	2	nm0568282	actress	\N	["The Worker's Wife"]
tt0001259	3	nm0629589	actor	\N	["The Worker's Employer"]
tt0001259	4	nm0115524	actress	\N	["The Maid"]
tt0001259	5	nm0000428	director	\N	\N
tt0001259	6	nm0500580	writer	\N	\N
tt0001259	7	nm0005658	cinematographer	\N	\N
tt0001259	8	nm0125164	actor	\N	["Employer's Friend"]
tt0001259	9	nm0163559	actor	\N	["A Doctor"]
tt0001260	10	nm0226992	actor	\N	\N
tt0001260	1	nm0288616	actor	\N	["Mr. Avery"]
tt0001260	2	nm0054884	actress	\N	["Vergie"]
tt0001260	3	nm0115524	actress	\N	["The Maid"]
tt0001260	4	nm0163559	actor	\N	["At Second Party"]
tt0001260	5	nm0000428	director	\N	\N
tt0001260	6	nm0853193	writer	\N	\N
tt0001260	7	nm0005658	cinematographer	\N	\N
tt0001260	8	nm0555522	cinematographer	\N	\N
tt0001260	9	nm0185803	actor	\N	["At First Party"]
tt0001261	1	nm0294276	director	\N	\N
tt0001262	10	nm0038106	actress	\N	["James' Friend"]
tt0001262	1	nm0629589	actor	\N	["James Mullen"]
tt0001262	2	nm0519310	actress	\N	["Clara, as an Adult"]
tt0001262	3	nm0910400	actor	\N	["Vincent, as an Adult"]
tt0001262	4	nm0921980	actor	\N	["Clara's Temptor"]
tt0001262	5	nm0000428	director	\N	\N
tt0001262	6	nm0800480	writer	\N	\N
tt0001262	7	nm0692105	producer	producer	\N
tt0001262	8	nm0005658	cinematographer	\N	\N
tt0001262	9	nm0354803	actress	\N	["Clara's Child"]
tt0001263	1	nm0120544	actor	\N	\N
tt0001263	2	nm0848232	actress	\N	\N
tt0001263	3	nm0401967	director	\N	\N
tt0001263	4	nm0108049	writer	scenario	\N
tt0001264	10	nm1013170	actor	\N	["Indian Messenger"]
tt0001264	1	nm0288616	actor	\N	["Governor Manuella"]
tt0001264	2	nm0424530	actor	\N	["Cortes"]
tt0001264	3	nm0502701	actress	\N	["Perdita"]
tt0001264	4	nm0910400	actor	\N	["Perdita's Son"]
tt0001264	5	nm0000428	director	\N	\N
tt0001264	6	nm0853193	writer	\N	\N
tt0001264	7	nm0005658	cinematographer	\N	\N
tt0001264	8	nm0185803	actor	\N	["Soldier"]
tt0001264	9	nm0334918	actor	\N	["Soldier"]
