nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0008334	Gulnara Abdykalykova	\N	\N	miscellaneous	tt0263262
nm0008335	Abe	\N	\N		tt0114427
nm0008336	Atsushi Abe	\N	\N	actor,soundtrack	tt6342474,tt5944530,tt5944526,tt1941466
nm0008337	Carolyn H. Abe	\N	\N	editorial_department	tt0087096,tt0080934,tt0088571,tt0078757
nm0008338	Chigusa Abe	\N	\N	actress	tt0100540
nm0008339	Erika Abe	\N	\N	make_up_department,manager,producer	tt1260340,tt1236373,tt1403175,tt0853223
nm0008340	Frank Abe	1951	\N	actor,director,writer	tt0468963,tt0074518,tt0269107,tt0125534
nm0008342	Gyu Abe	\N	\N	actor	tt0128497
nm0008343	Hijiri Abe	\N	\N	actress	tt0287305,tt0287615,tt8473430,tt0225920
nm0008344	Hikari Abe	\N	\N	actress	tt0114134
nm0008345	Hirohide Abe	\N	\N	editor	tt0114413,tt0133170,tt5493172,tt0266308
nm0008346	Hiroshi Abe	1964	\N	actor	tt0223619,tt1867101,tt0188640,tt1087578
nm0008347	Hisashi Abe	\N	\N	animation_department,art_director,director	tt0293416,tt0216651,tt0113799,tt0100339
nm0008348	Karen Abe	\N	\N		\N
nm0008349	Katsunori Abe	\N	\N	production_designer	tt0113159
nm0008350	Keiichi Abe	\N	\N	writer,visual_effects,animation_department	tt0058652,tt8228842,tt6515236,tt0094153
nm0008352	Kino Abe	\N	\N	director	tt0181918,tt0315008,tt0205821
nm0008353	Kunihiro Abe	\N	\N	animation_department,visual_effects	tt0348121,tt0102928,tt0091794,tt1726286
nm0008354	Kusuo Abe	1910	1965	actor	tt0198506,tt0198554,tt0055188,tt0044741
nm0008356	Kôbô Abe	1924	1993	writer	tt0203612,tt0203695,tt0058625,tt0061065
nm0008357	Mamoru Abe	\N	\N	art_director	tt8675536,tt0200768
nm0008358	Mariko Abe	\N	\N	actress	tt0074102
nm0008359	Mario Abe	\N	\N	actor	tt0092048
nm0008360	Masashi Abe	\N	\N	director,art_department,camera_department	tt0095327,tt0387724,tt5626028,tt2359704
nm0008361	Masato Abe	\N	\N	make_up_department	tt0083069,tt0080274,tt0083726
nm0008362	Matthew Abe	\N	\N	actor,producer,production_designer	tt2320761,tt1515420,tt2160391,tt2431882
nm0008364	Mike Abe	\N	\N	assistant_director	tt0073918,tt0083726,tt0074877,tt0077199
nm0008365	Mitsuo Abe	\N	\N	miscellaneous,stunts,visual_effects	tt0473298,tt0365498,tt0111822,tt0279112
nm0008366	Mitzi Abe	\N	\N	actress	tt0093429
nm0008367	Naoyuki Abe	\N	\N	actor	tt0061695,tt0164486
nm0008368	Nobito Abe	\N	\N	director,writer	tt0074999
nm0008369	Sadao Abe	1970	\N	actor	tt0391273,tt0805319,tt1010055,tt0907652
nm0008370	Sakuji Abe	\N	\N	miscellaneous	tt0151178
nm0008371	Sandy Abe	\N	\N	producer	tt2131554,tt0243896,tt0416779,tt0252431
nm0008372	Satoru Abe	\N	\N	actor	tt0116767
nm0008374	Seiji Abe	\N	2012	producer	tt0086683,tt0156214,tt0156675,tt0156672
nm0008375	Shuji Abe	\N	\N	producer	tt1156395,tt3345474,tt2404217,tt3345472
nm0008376	Stan Abe	\N	\N	actor,producer	tt0115320,tt0058796,tt0202458,tt0204648
nm0008377	Susumu Abe	\N	\N	actor	tt1556263,tt0065588
nm0008378	Tadamichi Abe	\N	\N	producer	tt0293416,tt0168450,tt0229432
nm0008379	Tak W. Abe	\N	\N	producer	tt0117876
nm0008380	Takashi Abe	\N	\N	animation_department,art_department	tt0184881,tt0084881,tt0081648,tt0065021
nm0008381	Tatsurô Abe	1973	\N	actor	tt2114006,tt0142779,tt0167577
nm0008382	Teruaki Abe	\N	\N	production_designer,art_director,set_decorator	tt0056142,tt0050251,tt0055198,tt0047594
nm0008383	Tetsuo Abe	\N	\N	actor	tt0063876
nm0008384	Tôru Abe	1917	1993	actor	tt0080159,tt0046438,tt0083069,tt0080274
nm0008385	Tsutomu Abe	\N	\N	director	tt0259343,tt2100562
nm0008386	Tsutomu Abe	\N	\N	camera_department,assistant_director	tt0102488,tt1050160,tt2063613,tt1645048
nm0008387	Tsuyoshi Abe	1965	\N	stunts,actor,assistant_director	tt0449088,tt0266915,tt2820852,tt0490086
nm0008388	Y. Hero Abe	\N	\N	actor	tt0113341,tt0114436,tt0113500,tt0110378
nm0008389	Yoshi Abe	\N	\N	camera_department	tt4919714,tt0120495,tt5533758
nm0008390	Yoshitoshi Abe	\N	\N	writer,animation_department,art_department	tt0299357,tt0500092,tt0409630,tt0380113
nm0008391	Yukio Abe	\N	\N	art_director,animation_department,art_department	tt0088983,tt0119406,tt2017720,tt0078187
nm0008393	Yuriko Abe	\N	\N	actress	tt0057697,tt0058279,tt0069260,tt0203605
nm0008395	Yûichi Abe	\N	\N	director,assistant_director,writer	tt3019994,tt0462423,tt1682376,tt4717202
nm0008396	Meron Abebe	\N	\N	actress,miscellaneous	tt0166276,tt0139194,tt0092325,tt0114928
nm0008397	Alain Abecassis	\N	\N	actor	tt0180273
nm0008398	Catherine Abecassis	\N	\N	actress,director,writer	tt0104658,tt0167682,tt0233232,tt1572771
nm0008399	Eliette Abecassis	1969	\N	writer,director	tt1987018,tt3609090,tt0189630,tt0422858
nm0008400	Eryck Abecassis	1956	\N	composer	tt0440463,tt2820234,tt2385227,tt5475022
nm0008401	Maryline Abecassis	\N	\N	actress	tt0085513,tt0305243
nm0008402	Paule Abecassis	\N	\N	actress	tt0450843,tt7461432,tt0157016,tt4775410
nm0008403	Shlomo Abecassis	\N	\N	production_designer,actor	tt0387448,tt0180273
nm0008404	Yaël Abecassis	1967	\N	actress,producer	tt0313126,tt1676462,tt0991272,tt0189630
nm0008405	Elie-G. Abécéra	\N	\N	writer,actor,director	tt7927668,tt0168432,tt0196289,tt0806905
nm0008407	Akab Abed El-Hai	\N	\N	actor	tt0152371
nm0008408	Hisham Abed	\N	\N	cinematographer,director,producer	tt4730302,tt7759016,tt0489598,tt3733214
nm0008409	Ramzi Abed	1973	\N	director,producer,actor	tt0306158,tt1038916,tt1508689,tt0312003
nm0008410	Rodrigo Abed	1970	\N	actor,writer,producer	tt1086365,tt0391908,tt0436175,tt1955044
nm0008411	Esther Abed-Alnour	\N	\N	actress	tt0110693
nm0008412	Youssef Abed-Alnour	\N	\N	actor	tt0096586,tt0107752,tt0110693
nm0008413	Youssef Abedalnour	\N	\N	casting_department	tt0102511
nm0008414	Barbara Abedi	\N	\N	actress	tt0113957
nm0008415	Massoud Abedi	\N	\N	miscellaneous,assistant_director,producer	tt0119273,tt0170107,tt0244479,tt0157262
nm0008416	Hossein Abedini	\N	\N	actor	tt4938858,tt0416265,tt0233841,tt1436569
nm0008417	Kian Abedini	\N	\N	actor	tt1708394,tt0216250
nm0008418	Lauren Parissa Abedini	1989	\N	actress	tt0216250
nm0008419	Anuschka Abee	\N	\N	make_up_department	tt0111183,tt0098477,tt0096372,tt0249982
nm0008420	James Brih Abee	\N	\N	director,producer,writer	tt1640199,tt0266563,tt0775364
nm0008421	Steve Abee	\N	\N	actor	tt6297830,tt0236471
nm0008422	Nick Abeel	1987	\N	actor,director	tt0235953,tt4374600,tt3907462,tt2165651
nm0008423	Tom Abeel	1947	\N	actor	tt0235953
nm0008424	Yves Abeel	\N	\N	camera_department	tt0313144,tt1256553,tt0499643,tt0169462
nm0008425	Henri Abehsera	\N	\N	actor	tt0257060
nm0008426	Ezequiel Abeijón	\N	\N	actor	tt0378867,tt0231015,tt0410316,tt0211347
nm0008427	Luis Abeijón	\N	\N	actor	tt0113941
nm0008428	Claude Abeille	\N	\N	producer,miscellaneous	tt0140888,tt0096968,tt0094011,tt0094777
nm0008429	Myriam Abeillon	\N	\N	actress,production_manager	tt1679579,tt0232293
nm0008430	Jean Abeillé	1932	\N	actor,director,writer	tt4731226,tt1814763,tt0091457,tt0092773
nm0008431	Alanah Abeis	\N	\N	sound_department	tt0116052
nm0008432	Abel Salcedo	\N	\N	actor	tt0265521
nm0008433	Alan Abel	1924	2018	actor,director,writer	tt0437780,tt0125263,tt0159434,tt0251300
nm0008434	Anne Abel	1976	\N	actress	tt0286482,tt0410446,tt0216522,tt0757201
nm0008435	Annemarie Abel	\N	\N	producer	tt0148403,tt1520869
nm0008436	Carlos Abel	\N	\N	actor	tt0161161,tt0093059,tt0233062
nm0008437	Cassi Abel	\N	\N	actress	tt0102492
nm0008438	Charles Abel	\N	\N	cinematographer,camera_department	tt0215228,tt0193731,tt0270670,tt0194389
nm0008439	Christa Abel	\N	\N	actress	tt0079469,tt0181630,tt8359524,tt6369706
nm0008440	Claudia Abel	\N	\N	actress	tt0097081
nm0008441	David Abel	1883	1973	cinematographer	tt0029546,tt0027125,tt0028333,tt0025164
nm0008442	Dominique Abel	1957	\N	actor,writer,director	tt2936884,tt1160022,tt1922645,tt0266031
nm0008443	Dominique Abel	\N	\N	actress,director,writer	tt8976900,tt0357033,tt8962546,tt0217237
nm0008444	Bodo Abel	\N	\N	actor	tt0098657,tt0102190
nm0008445	Ervin Abel	1929	1984	actor	tt0452383,tt0374223,tt0384381,tt0314947
nm0008446	Fernand Abel	\N	\N	actor	tt0258033,tt0064378,tt0253539,tt0253237
nm0008447	Gene Abel	\N	\N	art_director,production_designer,producer	tt0116341,tt0099458,tt0176357,tt0098375
nm0008448	Gregory Abel	\N	\N	miscellaneous	tt0117093,tt0190138
nm0008449	Gustav Abel	1902	1963	production_designer,art_director	tt0033449,tt0041680,tt0031782,tt0043528
nm0008451	Heinz Abel	\N	\N	production_manager,producer,assistant_director	tt0044188,tt0028995,tt0052914,tt0031763
nm0008452	Ilse Abel	1909	1959	actress	tt0249240,tt0131489,tt0032919,tt0028439
nm0008453	Inga Abel	1946	2000	actress	tt0112968,tt1784510,tt0088554,tt0112207
nm0008454	Ingo Abel	1966	\N	actor	tt0108979,tt0092389,tt0111959,tt0131157
nm0008455	Irene Abel	\N	\N	editorial_department,editor	tt0108985,tt0149431,tt0295788,tt3110288
nm0008456	Jean-Luc Abel	\N	\N	actor	tt0487504,tt0104658,tt0105750,tt0344604
nm0008457	Jeanne Abel	\N	\N	director,writer,producer	tt0159434,tt0125263,tt0437780
nm0008458	Jim Abel	\N	\N	cinematographer,camera_department,writer	tt5666310,tt1419513,tt1515945,tt4074196
nm0008459	Joel Abel	\N	\N	actor	tt0106486,tt0109161,tt0102129
nm0008460	Jonathan Abel	\N	\N	actor	tt0107003,tt0094676
nm0008461	Joseph Patrick Abel	1980	\N	actor	tt0165859
nm0008462	José Abel	\N	\N	animation_department,director,visual_effects	tt0084315,tt0082509,tt0072901,tt0096787
nm0008463	Larry Abel	\N	\N	music_department,producer	tt0111100,tt4723666,tt0118617,tt0114047
nm0008464	Lloyd Abel	\N	\N	miscellaneous,camera_department,stunts	tt0441613,tt0092099
nm0008465	Lee Abell	\N	\N	actress	tt0053658,tt0056015,tt0186864,tt0187420
nm0008466	Lewis Abel	\N	\N	producer,production_manager,writer	tt0202513,tt3566726,tt0433309,tt0320000
nm0008467	Liane Abel Dietz	\N	\N	producer,production_manager,miscellaneous	tt2140373,tt0093873,tt0130623,tt0119282
nm0008468	Luisa Abel	\N	\N	make_up_department	tt0164052,tt1440345,tt1375666,tt0816692
nm0008469	Maria Abel	\N	\N	actress,casting_director	tt0257930,tt2342355,tt0321926
nm0008470	Marie-Jeanne Abel	\N	\N	make_up_department,actress	tt4714058,tt0226757,tt0234663,tt0281549
nm0008471	Marion Abel	\N	\N	miscellaneous	tt0184163,tt0185083,tt0861806,tt0163490
nm0008472	Mark Abel	\N	\N	camera_department	tt0102757
nm0008473	Mark Abel	\N	\N	actor	tt0075920
nm0008474	Mark Abel	\N	\N	editorial_department	tt0116727,tt0144574
nm0008475	Maurice Abel	\N	\N	camera_department,miscellaneous	tt1674225,tt0066721,tt0075512,tt0165592
nm0008476	Michael Abel	\N	\N	sound_department,miscellaneous	tt0159797,tt0115696,tt0280424,tt0218080
nm0008477	Michelle Abel	\N	\N	actress,assistant_director,casting_department	tt0372370,tt2976160,tt0144715
nm0008478	Mike Abel	\N	\N	actor,sound_department,miscellaneous	tt0918538,tt1808544,tt0118051
nm0008479	Milton Abel	1928	2006	actor	tt0100200
nm0008480	Mohammed Abel	\N	\N	actor	tt0199850
nm0008481	Abel Monem	\N	\N	producer,production_manager,miscellaneous	tt4930012,tt2241075,tt2205579,tt0306734
nm0008482	Morten Abel	1962	\N	soundtrack,actor,composer	tt0338466,tt1333125,tt0417909,tt0107121
nm0008483	Nathan Abel	\N	\N	camera_department,editor,editorial_department	tt0156788,tt0117958,tt0120523,tt0117773
nm0008484	Rob Abel	\N	\N		\N
nm0008485	Robert Abel	1937	2001	director,producer,writer	tt0084827,tt0477046,tt0054206,tt0068537
nm0008486	Robert Abel	1912	1987	writer	tt0052611,tt0043170,tt0044445,tt0041962
nm0008488	Rudolf Abel	\N	\N	actor	tt0089993,tt0090749
nm0008489	Rudolph E. Abel	1902	1974	producer,production_manager,director	tt0037693,tt0040920,tt0053526,tt0038683
nm0008490	Steffi Abel	\N	\N	miscellaneous	tt0116692
nm0008491	Tetyana Abel	\N	\N		tt0261180
nm0008492	Thierry Abel	\N	\N	producer	tt0103646
nm0008493	Tommy Abel	\N	\N	actor	tt0080736
nm0008494	Ursula Abel	1915	1951	actress	tt0032227
nm0008495	Victor Abel	1892	\N	writer,producer	tt0461535,tt0461568,tt7775562,tt0451916
nm0008496	Walter Abel	1898	1987	actor,soundtrack	tt0038279,tt0027099,tt0031312,tt0034198
nm0008497	Willi Abel	\N	\N	actor	tt0067904
nm0008498	Gay Abel-Bey	\N	\N	producer,actress,miscellaneous	tt0086977,tt0115775,tt0191146,tt5840962
nm0008499	Alexander Abela	1965	\N	writer,director,cinematographer	tt0376205,tt0276313,tt2974818,tt2077908
nm0008500	Emanuel Abela	\N	\N	actor	tt0086476
nm0008501	Joe Abela	\N	\N	actor	tt0086476
nm0008502	Martina Abela	\N	\N	actress	tt0117815
nm0008503	Mr. Abela	\N	\N	actor	tt0170407
nm0008504	Pierre Abela	\N	\N	assistant_director	tt0098220,tt0126830,tt0093652,tt0083252
nm0008505	François Abelanet	\N	\N	production_designer	tt0168740,tt0253612,tt0234041,tt0365190
nm0008506	Lionel Abelanski	1964	\N	actor,director	tt0170705,tt2870756,tt2102355,tt0783233
nm0008507	Michael Abelar	\N	\N	actor	tt0086822,tt0112744,tt0078681,tt0081859
nm0008508	Sylvain Abelard	\N	\N	actor	tt0260252
nm0008509	Allan Abelardo	\N	\N	animation_department,art_department	tt1814277,tt0112197,tt7784624,tt0119273
nm0008510	María Abelardo	\N	\N	assistant_director,miscellaneous,director	tt0891463,tt0069509,tt0069426,tt0066830
nm0008511	Richard Abelardo	\N	\N	director,special_effects,visual_effects	tt0360737,tt5931740,tt1762250,tt0441301
nm0008512	Gert Abelbeck	\N	\N	director,writer	tt0163769,tt1591048,tt1590952
nm0008513	Ed Abele	\N	\N	sound_department	tt0074901,tt0080661,tt0071130,tt0075679
nm0008514	Jim Abele	1960	\N	actor	tt3205802,tt0145734,tt0285331,tt0162065
nm0008515	Joe Abele	\N	\N	miscellaneous,visual_effects,art_department	tt0120241,tt1524905,tt0151121,tt0120684
nm0008516	María Abelenda	\N	\N	actress	tt0373644,tt0043656,tt0044587,tt0052833
nm0008517	Lito Abelera	\N	\N	actor	tt0205635,tt0209577,tt0209610
nm0008518	Edward Abeles	1869	1919	actor	tt0004514,tt0009205,tt0004866,tt0003698
nm0008519	Fredric Abeles	\N	\N	camera_department,director,cinematographer	tt0097366,tt0080837,tt1113794,tt0083336
nm0008520	Jordan Abeles	\N	\N	actor	tt0090053
nm0008521	Joshua Abeles	\N	\N	miscellaneous	tt0094921,tt0098635
nm0008522	Mike Abeles	\N	\N	sound_department	tt0106768
nm0008523	Nicolás Abeles	\N	\N	actor	tt0227883,tt0124312,tt0222480,tt2449716
nm0008524	Scott Abeles	\N	\N	miscellaneous	tt0158274,tt0114639
nm0008525	Susan Abeles	\N	\N		tt0159847
nm0008526	Alan Abelew	1947	\N	actor,producer,miscellaneous	tt0118276,tt0116126,tt0082213,tt0071008
nm0008527	Sheryl Abelew	\N	\N	make_up_department,miscellaneous	tt0084749,tt0081421
nm0008528	Azinhal Abelho	1916	\N	director	tt0161604,tt0129306,tt0128920
nm0008529	Maria João Abelho	\N	\N	miscellaneous	tt3797766,tt0101739,tt0112380
nm0008530	Raymond Ferris Abelin	\N	\N	editor	tt0108038
nm0008531	Dino Abelino	\N	\N	actor	tt0069214
nm0008532	Antonine Abelishvili	\N	\N	actress	tt0261935
nm0008533	Alistair Abell	\N	\N	actor,producer,director	tt0214341,tt0368578,tt1700841,tt0329101
nm0008534	Anna-Marie Abell	\N	\N	actress	tt0210815
nm0008535	G. Roger Abell	\N	\N	art_department	tt0108238,tt0325980,tt0119488,tt0102059
nm0008536	Keith Abell	\N	\N	producer	tt0203230,tt0151582,tt0122529,tt0128977
nm0008537	Kevin Abell	\N	\N	actor	tt0068413
nm0008538	Kjeld Abell	1901	1961	writer	tt0126635,tt0125526,tt0123173,tt0136993
nm0008539	Kristian Abell	\N	\N	sound_department	tt0215392,tt0178149,tt0143874,tt0120860
nm0008541	Roslyn Abell	\N	\N	costume_department	tt0163154
nm0008542	Tammy Abell	\N	\N	costume_department,actress,miscellaneous	tt0267678,tt1527727,tt0415278,tt0270346
nm0008543	Tim Abell	1958	\N	actor,miscellaneous,producer	tt0277434,tt0458485,tt0118469,tt6164014
nm0008544	Jami Abell	\N	\N	miscellaneous,production_manager	tt0097276,tt0094964,tt0097815,tt0116502
nm0008545	Aljin Abella	1985	\N	actor	tt1530541,tt1121628,tt0329814,tt0108709
nm0008546	Daniel Abella	\N	\N	actor	tt0242750
nm0008547	Grazio Abella	\N	\N	production_manager,producer,miscellaneous	tt0113133,tt2238827,tt0103566,tt0429378
nm0008548	Helena Dalli	\N	\N	actress	tt0087258
nm0008549	Rafael Abella	1917	2008		tt0497688,tt1824677,tt1151438,tt1847854
nm0008550	Rafael Jorge Abella	\N	\N	director	tt0277979
nm0008551	Raúl Abella	\N	\N	actor	tt0279501
nm0008552	Ricardo Abella	\N	\N	writer	tt0074892
nm0008553	Bernard Abellada	\N	\N	casting_director,miscellaneous,producer	tt0421729,tt1510929,tt0364616,tt0257568
nm0008554	Alejandro Abellan	1965	\N	actor,miscellaneous	tt0375785,tt0308208,tt0304669,tt0120657
nm0008555	Elsa Abellana	\N	\N	editorial_department,editor	tt2185399,tt0478690,tt0111327,tt0093137
nm0008556	Rey 'PJ' Abellana	\N	\N	actor	tt0346179,tt0347750,tt0273080,tt0345773
nm0008557	Dominique Abellard	\N	\N	actor	tt0184115
nm0008558	Connie Abellera	\N	\N	editorial_department	tt0085112,tt0088939
nm0008559	Kristina Abelli Elander	\N	\N	costume_designer,special_effects,art_department	tt0104388,tt0889200
nm0008560	Bissa Abelli	1947	\N	actress	tt0090637,tt0077899,tt0080419
nm0008561	Bror Abelli	1880	1962	actor,director,writer	tt0014162,tt0036030,tt0015100,tt0014070
nm0008562	Ingri Abelli	1909	1984	actress	tt0014162
nm0008563	Caron Abellira	\N	\N	actress	tt0094637
nm0008564	Jacques Abellira	\N	\N	actor	tt0124854,tt0385147
nm0008565	Remi Abellira	1957	\N	actor	tt0075483,tt0062568,tt0080240,tt0124854
nm0008566	Amado Abello	\N	\N	actor	tt0060098
nm0008567	Ana Maria Abello	\N	\N	actress	tt2170053,tt1050232,tt0344744,tt6216702
nm0008568	Jarrett Abello	\N	\N	actor	tt0120510
nm0008569	Jorge Abello	\N	\N	editor	tt0092761,tt1279326,tt0178266,tt0102025
nm0008570	Jorge Enrique Abello	1968	\N	actor	tt0233127,tt0224945,tt0932774,tt1543294
nm0008571	Luigi Abello	\N	\N	actor	tt0084838
nm0008572	Maribel Abello	\N	\N	actress	tt0398457,tt0356249,tt0797094,tt1841055
nm0008573	María José Abello	\N	\N		\N
nm0008574	William Abello	1959	\N	production_designer,art_department,art_director	tt2338005,tt0096163,tt1642194,tt0110907
nm0008575	Yoel Abells	\N	\N	miscellaneous	tt0164110
nm0008576	Ketty Abelly	\N	\N	actress	tt0035302
nm0008577	Antonio Abellán	\N	\N	writer,director	tt0154351,tt0447779
nm0008578	Ismael Abellán	1948	2008	actor	tt0484394,tt0079518,tt0093758,tt0101287
nm0008579	Stephanie Abelman	\N	\N	miscellaneous	tt0110992,tt0101198,tt0114321,tt0103003
nm0008580	Joe Abeln	\N	\N	location_management,camera_department,miscellaneous	tt0116778,tt0100827,tt0082622,tt0083767
nm0008581	Darryll Abels	\N	\N	actor	tt0109529
nm0008582	Gregory Abels	1941	\N	actor	tt0072559,tt0063967,tt0073952,tt0076567
nm0008583	Lauren Abels	\N	\N	actress	tt0109514,tt0114016,tt0114938,tt0107659
nm0008584	Michael Abelski	\N	\N	actor	tt0105826
nm0008585	Ben Abelsma	\N	\N	art_department,transportation_department	tt0097650,tt0104568
nm0008586	Arthur Abelson	1942	\N	actor,miscellaneous	tt0060034,tt0065314,tt0075836,tt0092222
nm0008587	Artie Abelson	\N	\N	casting_department	tt0116658,tt0106906,tt0104516
nm0008588	Ethel Abelson	\N	\N	music_department	tt0102175,tt0116242
nm0008589	Gabe Abelson	\N	\N	writer,producer	tt0373577,tt1478984,tt0106053,tt1210280
nm0008591	Pepijn Aben	\N	\N	sound_department	tt1100908,tt3471980,tt0945532,tt0120884
nm0008592	Lisa Abend	\N	\N	actress	tt0169376,tt0361897
nm0008593	Sheldon Abend	1929	2003	producer,actor	tt0081753,tt0096953,tt0218922,tt0166322
nm0008595	Al Abendano	\N	\N	art_department,miscellaneous	tt0109125,tt0099155,tt0110733,tt0103804
nm0008596	Michael Abene	1942	\N	music_department,composer,soundtrack	tt0089217,tt0097322,tt0077141,tt0165464
nm0008597	Peter Abenheim	\N	\N	actor,writer	tt0046629,tt0183884
nm0008598	Ted Abenheim	\N	\N	producer,miscellaneous,editor	tt0790464,tt0473188,tt0313285,tt0218107
nm0008599	Maurizio Abeni	\N	\N	music_department,composer,soundtrack	tt0387575,tt0338325,tt0772187,tt0177746
nm0008600	Charlotte Abenius	\N	\N	miscellaneous	tt0280223
nm0008601	Nathalie Abensour	\N	\N	cinematographer,camera_department	tt0282249,tt0109441,tt0457118,tt0252720
nm0008602	Brian Abent	\N	\N	actor	tt0091020
nm0008603	Angela Aber	\N	\N	actress	tt0076052
nm0008604	Billy Aber	\N	\N	actor	tt0235502,tt0016676
nm0008605	Christopher Aber	1959	\N	miscellaneous,actor,stunts	tt0120595,tt1204342,tt0942385,tt1661382
nm0008606	Chuck Aber	1945	\N	actor,soundtrack	tt0062588,tt0083767,tt0815236,tt0102926
nm0008607	Jean-Vincent Aber	\N	\N	composer	tt0249786
nm0008608	Jeannine Aber	\N	\N	actress	tt2117998,tt0069811
nm0008609	Johnny Aber	1916	1999	actor	tt0234751,tt0019716,tt0234787,tt0235076
nm0008610	Lynn A. Aber	1937	\N	miscellaneous,actor,camera_department	tt0080736,tt0082213,tt0064231,tt0080437
nm0008611	Michael Stuart	1915	2004	actor	tt0024656,tt0022261,tt0019958,tt0022753
nm0008612	Fontxo Aberasturi	\N	\N	actor	tt0107116
nm0008613	Andrés Aberasturi	1948	\N	director,actor,writer	tt0243842,tt0163055,tt0454047,tt0098794
nm0008614	J. Abercomie	\N	\N	actor	tt0165392,tt0029944
nm0008615	Duke of Abercorn	1934	\N		tt0211388
nm0008616	Brian Abercrombie	\N	\N	actor	tt0249378,tt0123206,tt0308887
nm0008617	Jabie Abercrombe	\N	\N	actress	tt0124565,tt0091055
nm0008618	Jo Abercrombie	\N	\N	actress	tt0297625,tt0400036,tt0107653,tt0084987
nm0008619	Kevin Abercrombie	\N	\N	stunts,actor,miscellaneous	tt0449088,tt0181689,tt0133152,tt0402022
nm0008620	Lucy Abercrombie	\N	\N	casting_director,casting_department	tt0084987,tt0094525,tt0097891
nm0008621	Tyla Abercrumbie	\N	\N	actress	tt4655480,tt6294706,tt2314792,tt6059726
nm0008622	Robert Aberdeen	1962	\N	actor,camera_department,stunts	tt0426931,tt1327773,tt2752758,tt3276924
nm0008623	Keith Aberdein	1943	\N	writer,producer,actor	tt0086497,tt0285393,tt0110311,tt0086587
nm0008624	Chris Aberdien	\N	\N	stunts,miscellaneous	tt0119095,tt0246460
nm0008625	Flávia Aberg Cobo	\N	\N	actress	tt0117684,tt0096325
nm0008626	Myra Aberg	\N	\N	actress	tt0204850
nm0008627	Sally Aberg	\N	\N	sound_department	tt0094869
nm0008628	Siv Marta Aberg	\N	\N	actor	tt0059298
nm0008629	Sivi Aberg	1944	\N	actress	tt0058816,tt0059968,tt0061277,tt0063185
nm0008630	Ariel Aberg-Riger	\N	\N	actress	tt0089905
nm0008631	Avital Abergel	1977	\N	actress	tt0206517,tt0846758,tt0484339,tt0206456
nm0008632	Odile Abergel	\N	\N	assistant_director,director,actress	tt0437525,tt0181978,tt1045894,tt0120471
nm0008633	Laurence Aberhart	\N	\N	camera_department	tt0095709
nm0008634	William Aberhart	1878	1943	writer	tt1662642
nm0008635	Calvin Aberle	\N	\N	sound_department	tt0087134,tt0088454,tt0087837,tt0089217
nm0008636	Douglas Aberle	\N	\N	animation_department,director,actor	tt0233575,tt0166399,tt0356242,tt0113087
nm0008637	Elke Aberle	1950	\N	actress	tt1669580,tt0067971,tt0058284,tt0311508
nm0008638	Erich Aberle	1922	2002	actor	tt0075430,tt1611187,tt0277509,tt0064662
nm0008639	Matthias Aberle	\N	\N	director,editor,camera_department	tt7024764,tt4005652,tt3206482,tt1556202
nm0008640	Betty Aberlin	1942	\N	actress,soundtrack	tt0300051,tt0062588,tt0873886,tt0120655
nm0008641	Viola Aberlé	1935	\N	actress	tt0046237,tt0165791,tt0083922
nm0008642	Hugo Aberman	\N	\N	actor	tt0097302,tt0106616,tt0098732
nm0008643	Larry Aberman	\N	\N	actor	tt0074379
nm0008644	Dave Abernatha	\N	\N	camera_department	tt0138353,tt0283901
nm0008645	Abby Abernathy	\N	\N	actress	tt0176579,tt0127034,tt0108181
nm0008646	Ann Abernathy	\N	\N	actress	tt0086827,tt0094572,tt0115225
nm0008647	Christine Abernathy	\N	\N	assistant_director	tt0110518
nm0008648	Craig Abernathy	\N	\N	actor	tt0076064
nm0008649	Dan Abernathy	\N	\N	music_department,sound_department	tt2961330,tt0475239,tt0114814
nm0008650	Don Abernathy	\N	\N	sound_department,actor,camera_department	tt6346518,tt4372768,tt3422998,tt0243441
nm0008651	Donzaleigh Abernathy	1957	\N	actress,location_management,casting_department	tt1520211,tt1632701,tt0161233,tt1928330
nm0008652	Dwayne Abernathy	\N	\N	miscellaneous,soundtrack	tt0115631,tt0160916,tt0116126,tt0118771
nm0008653	Judy Abernathy	\N	\N	actress	tt0128707
nm0008654	Karen Abernathy	\N	\N	actress	tt0102984,tt1898066
nm0008655	Kwame L. Abernathy	\N	\N	miscellaneous,art_department,location_management	tt0096402,tt0110006,tt0191133,tt1489660
nm0008656	Lewis Abernathy	\N	\N	actor,writer,special_effects	tt0297144,tt0322008,tt0097179,tt0120338
nm0008657	Louisa Abernathy	1949	\N	actress	tt0335245,tt1189346,tt0340281,tt0278435
nm0008658	Master Abernathy	\N	\N	actor	tt0004743
nm0008659	Ralph Abernathy	1926	1990		tt0254418,tt0199257,tt0231773,tt0092999
nm0008660	Ric Abernathy	\N	\N	actor,miscellaneous	tt0094021
nm0008661	Tom Abernathy	1968	\N	writer,actor,producer	tt3451374,tt1723639,tt0433547,tt2350892
nm0008662	Jane Abernethy	\N	\N		\N
nm0008663	Kirsti Abernethy	\N	\N	camera_department,cinematographer	tt0228488,tt0460740,tt4190530,tt1858481
